,world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
4151,201-300,University of Aberdeen,21-29,,0.0,13.3,12.2,12.6,31.9,21.2,2014
4152,201-300,University of Bergen,2-3,,0.0,0.0,10.7,14.6,36.9,19.5,2014
4153,201-300,University of Bochum,14-22,,0.0,0.0,13.3,9.9,36.5,18.6,2014
4154,201-300,University of Bordeaux,9-14,,0.0,0.0,14.3,16.6,40.0,15.4,2014
4155,201-300,University of Cape Town,1-2,,19.0,0.0,12.2,10.0,35.6,19.1,2014
4156,201-300,University of Cincinnati,78-104,,0.0,0.0,22.6,9.3,39.7,15.3,2014
4157,201-300,University of Erlangen-Nuremberg,14-22,,0.0,0.0,15.9,14.6,39.3,20.8,2014
4158,201-300,University of Exeter,21-29,,0.0,0.0,17.8,18.8,33.6,22.7,2014
4159,201-300,University of Florence,7-8,,0.0,0.0,16.8,10.5,38.9,18.6,2014
4160,201-300,University of Guelph,8-16,,0.0,0.0,17.5,9.7,31.1,18.7,2014
4161,201-300,University of Houston,78-104,,0.0,0.0,17.3,11.4,36.7,19.9,2014
4162,201-300,University of Innsbruck,2-3,,0.0,9.4,14.8,17.1,24.8,24.5,2014
4163,201-300,University of Kansas,78-104,,11.8,0.0,11.3,13.3,39.5,14.5,2014
4164,201-300,University of Kentucky,78-104,,10.5,0.0,3.6,12.5,39.7,13.5,2014
4165,201-300,University of Leicester,21-29,,0.0,0.0,14.6,18.8,32.7,20.4,2014
4166,201-300,University of Leipzig,14-22,,11.8,13.3,5.0,9.6,34.6,18.5,2014
4167,201-300,University of Liege,5,,7.4,0.0,10.1,14.6,31.5,23.9,2014
4168,201-300,University of Lisbon,1,,0.0,8.1,5.0,10.8,46.8,22.8,2014
4169,201-300,University of Lorraine,9-14,,11.8,16.3,0.0,7.9,33.7,18.2,2014
4170,201-300,University of Mainz,14-22,,0.0,7.7,8.9,16.8,37.1,20.1,2014
4171,201-300,University of Marburg,14-22,,10.5,0.0,14.3,12.1,29.5,16.6,2014
4172,201-300,"University of Maryland, Baltimore",78-104,,0.0,0.0,19.1,15.6,38.3,16.8,2014
4173,201-300,University of Missouri - Columbia,78-104,,9.1,0.0,3.6,15.2,37.2,13.5,2014
4174,201-300,University of Montpellier 2,9-14,,10.5,0.0,6.3,15.0,31.1,17.3,2014
4175,201-300,University of Nebraska - Lincoln,78-104,,17.5,0.0,16.8,12.5,34.3,16.8,2014
4176,201-300,University of Notre Dame,78-104,,12.9,0.0,17.5,13.0,32.1,19.7,2014
4177,201-300,University of Oregon,78-104,,9.1,0.0,10.1,17.0,27.1,18.5,2014
4178,201-300,University of Otago,1-2,,0.0,0.0,12.2,11.3,34.6,27.2,2014
4179,201-300,University of Ottawa,8-16,,0.0,0.0,8.6,13.4,43.3,18.8,2014
4180,201-300,University of South Carolina - Columbia,78-104,,0.0,0.0,16.8,6.9,35.2,15.5,2014
4181,201-300,University of South Florida,78-104,,0.0,0.0,16.3,9.7,40.0,18.1,2014
4182,201-300,University of St Andrews,21-29,,10.5,0.0,3.8,17.7,29.0,20.4,2014
4183,201-300,University of Stuttgart,14-22,,19.0,0.0,10.1,11.7,27.0,15.7,2014
4184,201-300,University of Tennessee - Knoxville,78-104,,10.5,0.0,15.9,13.1,39.1,14.6,2014
4185,201-300,University of the Witwatersrand,1-2,,19.0,0.0,7.1,16.3,31.9,18.3,2014
4186,201-300,University of Tsukuba,9-10,,0.0,19.6,5.8,10.9,35.7,15.6,2014
4187,201-300,University of Valencia,2-4,,0.0,0.0,8.6,9.4,41.8,14.4,2014
4188,201-300,University of Victoria,8-16,,0.0,0.0,17.2,8.2,30.6,19.5,2014
4189,201-300,University of Waterloo,8-16,,0.0,0.0,14.6,12.6,41.6,21.3,2014
4190,201-300,University of York,21-29,,0.0,0.0,13.9,16.2,33.0,20.4,2014
4191,201-300,Virginia Polytechnic Institute and State University,78-104,,11.8,0.0,11.4,8.4,40.4,16.7,2014
4192,201-300,Washington State University,78-104,,0.0,0.0,17.3,10.0,30.0,16.1,2014
4193,201-300,Western University (The University of Western Ontario),8-16,,0.0,0.0,5.1,15.0,41.9,18.0,2014
4194,201-300,Xian Jiao Tong University,7-12,,0.0,0.0,8.7,8.1,46.4,17.4,2014
4195,201-300,Yeshiva University,78-104,,0.0,0.0,6.3,21.8,32.9,21.9,2014
4196,201-300,Yonsei University,2-5,,0.0,0.0,8.6,6.6,51.1,20.8,2014
4197,301-400,Beihang University,13-25,,0.0,0.0,8.6,4.1,37.1,15.0,2014
4198,301-400,Brandeis University,105-125,,19.7,0.0,3.6,20.3,18.4,24.6,2014
4199,301-400,Brigham Young University,105-125,,9.1,0.0,12.2,6.7,26.2,12.5,2014
4200,301-400,Central South University,13-25,,0.0,0.0,7.1,1.5,45.3,15.3,2014
4201,301-400,Chalmers University of Technology,9-10,,0.0,0.0,8.9,11.1,30.2,20.0,2014
4202,301-400,Chiba University,11-14,,0.0,0.0,8.7,10.1,29.0,15.7,2014
4203,301-400,China Agricultural University,13-25,,0.0,0.0,0.0,13.1,39.2,16.6,2014
4204,301-400,City University of New York City College,105-125,,29.3,0.0,5.1,8.4,17.9,18.4,2014
4205,301-400,Complutense University of Madrid,5-8,,19.7,0.0,0.0,5.5,42.9,12.1,2014
4206,301-400,Curtin University,10-18,,0.0,0.0,7.1,12.1,34.8,21.4,2014
4207,301-400,Dalian University of Technology,13-25,,0.0,0.0,5.0,4.6,42.1,16.7,2014
4208,301-400,Drexel University,105-125,,0.0,0.0,12.3,8.8,28.6,18.2,2014
4209,301-400,Ecole Polytechnique,15-17,,17.5,0.0,5.1,9.7,27.0,21.3,2014
4210,301-400,Eindhoven University of Technology,11-12,,0.0,0.0,12.3,8.4,31.9,22.5,2014
4211,301-400,Eotvos Lorand University,1,,13.9,0.0,10.1,8.6,23.7,13.4,2014
4212,301-400,ESPCI ParisTech,15-17,,7.4,18.8,0.0,9.5,15.5,28.9,2014
4213,301-400,Federal University of Minas Gerais,2-5,,0.0,0.0,3.6,4.9,37.9,17.9,2014
4214,301-400,Federal University of Rio de Janeiro,2-5,,0.0,0.0,0.0,8.1,40.5,19.2,2014
4215,301-400,Flinders University,10-18,,15.8,0.0,5.1,4.1,28.5,21.3,2014
4216,301-400,Georgetown University,105-125,,0.0,0.0,11.1,9.1,31.9,17.9,2014
4217,301-400,Griffith University,10-18,,0.0,0.0,3.6,7.6,35.1,18.3,2014
4218,301-400,Hannover Medical School,23-30,,0.0,0.0,8.7,7.5,31.5,16.1,2014
4219,301-400,Hanyang University,6-8,,0.0,0.0,0.0,6.7,39.8,20.8,2014
4220,301-400,Hiroshima University,11-14,,0.0,0.0,4.8,13.6,33.1,14.9,2014
4221,301-400,Indian Institute of Science,1,,0.0,0.0,7.2,2.9,35.7,17.3,2014
4222,301-400,Indiana University-Purdue University at Indianapolis,105-125,,0.0,0.0,7.1,11.9,38.2,13.6,2014
4223,301-400,Jagiellonian University,1-2,,10.5,0.0,3.6,6.8,34.0,16.6,2014
4224,301-400,James Cook University,10-18,,0.0,0.0,10.1,15.7,27.3,23.5,2014
4225,301-400,Jilin University,13-25,,0.0,0.0,0.0,9.9,48.9,12.8,2014
4226,301-400,Keio University,11-14,,0.0,0.0,5.1,13.0,34.0,13.5,2014
4227,301-400,Kyung Hee University,6-8,,0.0,0.0,5.0,3.1,40.0,18.1,2014
4228,301-400,Lancaster University,30-33,,0.0,0.0,13.9,7.5,29.3,18.5,2014
4229,301-400,Lanzhou University,13-25,,0.0,0.0,7.1,2.2,36.6,17.5,2014
4230,301-400,Linkoping University,9-10,,0.0,0.0,10.7,9.5,35.1,17.7,2014
4231,301-400,London School of Hygiene & Tropical Medicine,30-33,,7.4,0.0,7.1,5.8,31.9,20.8,2014
4232,301-400,Nankai University,13-25,,0.0,0.0,5.0,6.8,36.5,13.9,2014
4233,301-400,National and Kapodistrian University of Athens,1,,0.0,0.0,10.6,3.8,39.8,19.2,2014
4234,301-400,National Chiao Tung University,4,,0.0,0.0,8.6,9.3,34.7,20.4,2014
4235,301-400,Pohang University of Science and Technology,6-8,,0.0,0.0,7.1,11.1,30.6,32.6,2014
4236,301-400,Polytechnic University of Valencia,5-8,,0.0,0.0,10.4,12.2,33.4,15.2,2014
4237,301-400,Queen's University Belfast,30-33,,18.2,0.0,0.0,10.9,32.4,18.0,2014
4238,301-400,Saint Petersburg State University,2,,27.3,0.0,0.0,6.1,28.0,16.0,2014
4239,301-400,San Diego State University,105-125,,0.0,0.0,14.3,11.5,25.0,16.6,2014
4240,301-400,Scuola Normale Superiore - Pisa,9-12,,0.0,0.0,7.2,7.1,18.0,58.9,2014
4241,301-400,Shandong University,13-25,,0.0,0.0,0.0,3.6,50.6,14.3,2014
4242,301-400,Sichuan University,13-25,,0.0,0.0,0.0,3.1,50.8,14.1,2014
4243,301-400,South China University of Technology,13-25,,0.0,0.0,7.1,5.7,37.6,14.2,2014
4244,301-400,Southeast University,13-25,,0.0,0.0,8.7,7.5,40.2,14.9,2014
4245,301-400,SUNY at Albany,105-125,,0.0,0.0,13.1,7.2,26.3,18.2,2014
4246,301-400,Swinburne University of Technology,10-18,,0.0,0.0,11.3,13.1,21.4,22.4,2014
4247,301-400,Technical University of Berlin,23-30,,16.6,0.0,7.8,6.6,29.4,15.9,2014
4248,301-400,Temple University,105-125,,0.0,0.0,13.3,7.1,33.4,12.2,2014
4249,301-400,The Hong Kong Polytechnic University,5,,0.0,0.0,11.3,3.8,39.8,19.0,2014
4250,301-400,The University of Montana - Missoula,105-125,,5.3,0.0,15.9,15.0,16.0,17.3,2014
4251,301-400,The University of Reading,30-33,,0.0,0.0,14.3,10.8,28.9,19.7,2014
4252,301-400,The University of Texas at Dallas,105-125,,0.0,0.0,10.1,11.5,27.5,21.5,2014
4253,301-400,The University of Texas Health Science Center at San Antonio,105-125,,0.0,0.0,20.1,9.5,27.7,15.6,2014
4254,301-400,Thomas Jefferson University,105-125,,0.0,0.0,8.9,8.8,27.7,27.9,2014
4255,301-400,Tokyo Medical and Dental University,11-14,,0.0,0.0,8.6,11.4,24.2,24.5,2014
4256,301-400,Tongji University,13-25,,0.0,0.0,0.0,7.9,43.2,14.4,2014
4257,301-400,Tulane University,105-125,,0.0,0.0,12.2,8.4,26.6,14.9,2014
4258,301-400,UNESP,2-5,,0.0,0.0,0.0,7.9,43.9,20.7,2014
4259,301-400,University of Antwerp,6-7,,0.0,0.0,5.1,11.0,35.8,26.5,2014
4260,301-400,University of Belgrade,1,,0.0,0.0,0.0,2.2,44.9,20.9,2014
4261,301-400,University of Campinas,2-5,,0.0,0.0,3.6,4.6,42.6,20.0,2014
4262,301-400,University of Central Florida,105-125,,0.0,0.0,13.6,10.8,29.3,16.6,2014
4263,301-400,University of Colorado at Denver,105-125,,0.0,0.0,15.9,8.3,33.2,12.1,2014
4264,301-400,University of Connecticut,105-125,,11.8,0.0,8.0,7.8,34.6,13.0,2014
4265,301-400,University of Duesseldorf,23-30,,11.8,0.0,6.1,11.0,31.0,16.3,2014
4266,301-400,University of Duisburg-Essen,23-30,,0.0,0.0,8.6,9.5,30.8,15.5,2014
4267,301-400,University of Giessen,23-30,,0.0,0.0,12.3,10.1,30.9,16.3,2014
4268,301-400,University of Granada,5-8,,0.0,0.0,7.1,9.4,39.9,13.3,2014
4269,301-400,University of Halle-Wittenberg,23-30,,0.0,6.7,3.6,11.3,25.7,13.6,2014
4270,301-400,University of Konstanz,23-30,,0.0,0.0,12.1,12.5,22.7,13.3,2014
4271,301-400,University of Malaya,1,,0.0,0.0,5.0,3.4,39.1,18.5,2014
4272,301-400,University of Manitoba,17-18,,0.0,0.0,8.1,8.8,35.4,15.9,2014
4273,301-400,University of Milan - Bicocca,9-12,,0.0,0.0,5.0,6.9,31.4,21.5,2014
4274,301-400,University of Naples Federico II,9-12,,0.0,0.0,8.6,5.1,42.4,16.8,2014
4275,301-400,University of Newcastle,10-18,,0.0,0.0,11.1,7.1,31.4,21.3,2014
4276,301-400,University of Oulu,2-3,,11.8,0.0,8.6,8.2,28.8,15.0,2014
4277,301-400,University of Paris Dauphine (Paris 9),15-17,,15.8,26.6,3.6,0.0,13.6,23.1,2014
4278,301-400,University of Pompeu Fabra,5-8,,0.0,0.0,5.0,17.2,26.2,31.4,2014
4279,301-400,University of Porto,2,,0.0,0.0,0.0,9.4,42.7,20.3,2014
4280,301-400,University of Rhode Island,105-125,,0.0,0.0,15.2,9.3,21.5,16.4,2014
4281,301-400,University of Roma - Tor Vergata,9-12,,0.0,0.0,0.0,10.7,34.1,19.4,2014
4282,301-400,University of Saskatchewan,17-18,,9.1,0.0,7.9,7.7,32.7,15.5,2014
4283,301-400,University of Southern Denmark,4,,0.0,0.0,7.2,11.7,35.5,18.0,2014
4284,301-400,University of Tasmania,10-18,,0.0,0.0,10.1,15.6,27.6,22.0,2014
4285,301-400,"University of Technology, Sydney",10-18,,0.0,0.0,14.3,4.1,28.0,18.6,2014
4286,301-400,University of Tehran,1,,12.9,0.0,10.0,0.0,38.8,19.6,2014
4287,301-400,University of Turku,2-3,,0.0,0.0,6.3,8.4,32.9,16.3,2014
4288,301-400,University of Twente,11-12,,0.0,0.0,5.1,10.4,32.5,20.8,2014
4289,301-400,University of Ulm,23-30,,0.0,0.0,12.3,12.5,31.3,16.8,2014
4290,301-400,University of Vermont,105-125,,13.9,0.0,12.2,9.0,26.4,14.2,2014
4291,301-400,University of Warsaw,1-2,,15.8,0.0,0.0,8.6,30.6,15.6,2014
4292,301-400,University of Wollongong,10-18,,0.0,0.0,12.2,7.5,31.9,21.7,2014
4293,301-400,Vrije University Brussel,6-7,,13.9,0.0,5.0,9.6,30.0,25.6,2014
4294,301-400,Wake Forest University,105-125,,0.0,0.0,14.9,7.5,25.8,12.0,2014
4295,301-400,Wayne State University,105-125,,0.0,0.0,3.6,10.1,37.8,13.9,2014
4296,301-400,Xiamen University,13-25,,0.0,0.0,5.5,8.8,37.3,13.8,2014
4297,401-500,Aalborg University,5,,0.0,0.0,12.2,3.4,27.6,15.2,2014
4298,401-500,Aalto University,4-5,,0.0,0.0,0.0,9.6,32.0,15.5,2014
4299,401-500,Aristotle University of Thessaloniki,2,,0.0,0.0,4.9,2.2,33.8,16.0,2014
4300,401-500,Auburn University,126-146,,0.0,0.0,8.6,6.0,28.2,13.1,2014
4301,401-500,Bar-Ilan University,5-6,,0.0,0.0,7.2,7.4,28.1,14.3,2014
4302,401-500,Ben-Gurion University of the Negev,5-6,,0.0,0.0,3.6,7.2,33.8,16.2,2014
4303,401-500,Bielefeld University,31-39,,0.0,0.0,11.8,7.1,24.4,13.0,2014
4304,401-500,Boston College,126-146,,0.0,0.0,8.6,12.9,22.5,14.6,2014
4305,401-500,Brunel University,34-38,,0.0,0.0,12.2,3.8,25.4,16.1,2014
4306,401-500,Cairo University,1,,19.7,0.0,0.0,3.8,29.7,15.3,2014
4307,401-500,Capital University of Medical Sciences,26-32,,0.0,0.0,0.0,0.0,33.1,29.1,2014
4308,401-500,Carleton University,19-21,,0.0,0.0,12.2,5.3,26.2,15.4,2014
4309,401-500,Catholic University of Chile,1-2,,0.0,0.0,3.6,8.6,30.0,14.7,2014
4310,401-500,Catholic University of Korea,9-10,,0.0,0.0,0.0,1.5,30.3,34.8,2014
4311,401-500,Catholic University of the Sacred Heart,13-21,,0.0,0.0,3.6,7.5,30.1,18.0,2014
4312,401-500,Chang Gung University,5-7,,0.0,0.0,3.6,3.3,35.1,21.6,2014
4313,401-500,Clemson University,126-146,,0.0,0.0,6.3,8.7,26.8,14.5,2014
4314,401-500,Deakin University,19,,0.0,0.0,0.0,8.4,34.1,19.9,2014
4315,401-500,East China University of Science and Technology,26-32,,0.0,0.0,5.0,4.9,33.5,15.1,2014
4316,401-500,Ewha Womans University,9-10,,0.0,0.0,5.0,9.0,27.8,15.8,2014
4317,401-500,Federal University of Rio Grande do Sul,6,,0.0,0.0,0.0,4.7,38.9,18.2,2014
4318,401-500,Istanbul University,1,,13.9,0.0,0.0,3.3,34.9,16.9,2014
4319,401-500,Kanazawa University,15-19,,0.0,0.0,5.1,10.5,25.4,14.4,2014
4320,401-500,Kansas State University,126-146,,0.0,0.0,7.1,11.2,28.0,13.8,2014
4321,401-500,Kent State University,126-146,,0.0,0.0,5.1,13.0,22.4,14.0,2014
4322,401-500,King Abdullah University of Science and Technology,3-4,,0.0,0.0,16.8,9.6,20.0,12.9,2014
4323,401-500,King Fahd University of Petroleum & Minerals,3-4,,0.0,0.0,17.9,4.9,20.3,16.3,2014
4324,401-500,Medical University of Graz,4-6,,0.0,9.4,3.6,4.4,24.8,22.0,2014
4325,401-500,Medical University of South Carolina,126-146,,0.0,0.0,7.2,6.0,29.8,19.7,2014
4326,401-500,MINES ParisTech,18-21,,13.9,24.9,0.0,3.8,8.1,13.1,2014
4327,401-500,Nanjing Medical University,26-32,,0.0,0.0,0.0,4.1,31.3,26.3,2014
4328,401-500,National Sun Yat-Sen University,5-7,,0.0,0.0,12.3,2.4,27.5,19.9,2014
4329,401-500,National Yang Ming University,5-7,,0.0,0.0,0.0,4.2,33.3,24.1,2014
4330,401-500,Okayama University,15-19,,0.0,0.0,3.6,10.6,29.6,12.2,2014
4331,401-500,Oklahoma State University,126-146,,0.0,0.0,8.6,4.9,28.5,13.7,2014
4332,401-500,Osaka City University,15-19,,15.8,0.0,3.6,6.5,21.5,13.9,2014
4333,401-500,Peking Union Medical College,26-32,,0.0,0.0,0.0,9.9,32.6,16.2,2014
4334,401-500,Polytechnic University of Catalonia,9-12,,0.0,0.0,5.0,8.3,28.7,14.0,2014
4335,401-500,Rush University,126-146,,0.0,0.0,10.7,6.6,24.7,16.3,2014
4336,401-500,Saint Louis University,126-146,,0.0,11.5,5.1,4.6,24.2,11.5,2014
4337,401-500,Soochow University,26-32,,0.0,0.0,0.0,4.2,39.5,14.4,2014
4338,401-500,State University of New York Health Science Center at Brooklyn,126-146,,0.0,15.4,5.1,7.1,16.3,17.5,2014
4339,401-500,Stellenbosch University,3-4,,0.0,0.0,5.0,5.8,30.2,14.6,2014
4340,401-500,Stockholm School of Economics,11,,0.0,16.3,0.0,,9.4,37.9,2014
4341,401-500,Syracuse University,126-146,,0.0,0.0,8.1,8.1,24.8,13.1,2014
4342,401-500,Technical University Darmstadt,31-39,,14.9,0.0,3.6,7.9,27.4,14.3,2014
4343,401-500,Technical University of Braunschweig,31-39,,12.9,0.0,3.6,9.3,21.3,11.8,2014
4344,401-500,The Open University,34-38,,0.0,0.0,6.3,12.9,22.3,13.1,2014
4345,401-500,The University of Texas Medical Branch at Galveston,126-146,,0.0,0.0,13.9,5.0,22.9,14.2,2014
4346,401-500,Tianjin University,26-32,,0.0,0.0,0.0,1.5,43.2,16.2,2014
4347,401-500,Tilburg University,13,,0.0,0.0,0.0,,28.1,21.2,2014
4348,401-500,Tokyo University of Science,15-19,,0.0,0.0,7.1,8.4,22.9,16.3,2014
4349,401-500,University College Cork,3,,0.0,0.0,13.1,7.7,26.0,14.1,2014
4350,401-500,University of Alaska - Fairbanks,126-146,,0.0,0.0,12.2,11.4,20.9,16.2,2014
4351,401-500,University of Arkansas at Fayetteville,126-146,,0.0,0.0,12.2,6.2,24.4,13.9,2014
4352,401-500,University of Arkansas at Little Rock,126-146,,0.0,0.0,10.7,2.2,24.7,19.8,2014
4353,401-500,University of Auvergne,18-21,,0.0,0.0,7.1,10.9,25.6,16.2,2014
4354,401-500,University of Bath,34-38,,0.0,0.0,5.1,11.9,27.5,18.6,2014
4355,401-500,University of Bayreuth,31-39,,0.0,0.0,8.6,14.9,22.7,13.2,2014
4356,401-500,University of Bremen,31-39,,0.0,0.0,0.0,13.1,29.6,15.0,2014
4357,401-500,University of Cagliari,13-21,,0.0,0.0,10.1,3.9,24.4,16.9,2014
4358,401-500,University of Canterbury,3-4,,0.0,0.0,3.6,9.2,25.8,19.8,2014
4359,401-500,University of Chile,1-2,,7.4,0.0,0.0,10.1,31.1,15.4,2014
4360,401-500,University of Coimbra,3,,0.0,0.0,0.0,8.2,33.9,16.2,2014
4361,401-500,University of Eastern Finland,4-5,,0.0,0.0,12.3,5.3,27.9,14.6,2014
4362,401-500,University of Essex,34-38,,19.7,0.0,8.6,1.5,20.1,19.3,2014
4363,401-500,University of Ferrara,13-21,,0.0,0.0,10.1,6.9,25.1,21.3,2014
4364,401-500,University of Genova,13-21,,0.0,0.0,7.2,3.1,32.3,17.5,2014
4365,401-500,University of Graz,4-6,,7.4,9.4,0.0,6.3,19.1,16.3,2014
4366,401-500,University of Hannover,31-39,,0.0,0.0,8.6,10.5,24.5,13.0,2014
4367,401-500,University of Jena,31-39,,0.0,0.0,0.0,8.4,33.8,16.2,2014
4368,401-500,University of KwaZulu-Natal,3-4,,0.0,0.0,3.6,9.0,31.0,15.2,2014
4369,401-500,University of Ljubljana,1,,0.0,0.0,0.0,5.2,36.1,14.2,2014
4370,401-500,"University of Maryland, Baltimore County",126-146,,0.0,0.0,17.4,7.1,17.1,16.8,2014
4371,401-500,University of New Hampshire - Durham,126-146,,0.0,0.0,14.3,10.6,20.9,15.1,2014
4372,401-500,University of Nice Sophia Antipolis,18-21,,0.0,0.0,3.6,14.9,25.8,12.1,2014
4373,401-500,University of Oklahoma - Norman,126-146,,0.0,0.0,5.1,10.9,28.9,14.2,2014
4374,401-500,University of Palermo,13-21,,0.0,0.0,6.3,6.2,28.6,14.7,2014
4375,401-500,University of Parma,13-21,,0.0,0.0,13.6,5.0,25.3,18.8,2014
4376,401-500,University of Pavia,13-21,,0.0,0.0,5.0,6.9,31.4,19.9,2014
4377,401-500,University of Perugia,13-21,,0.0,0.0,3.6,9.2,28.6,18.1,2014
4378,401-500,University of Quebec,19-21,,0.0,0.0,0.0,9.4,34.7,16.7,2014
4379,401-500,University of Regensburg,31-39,,0.0,0.0,3.6,13.9,28.7,15.0,2014
4380,401-500,University of Rennes 1,18-21,,0.0,0.0,3.6,9.2,28.2,11.1,2014
4381,401-500,University of Rostock,31-39,,0.0,0.0,8.6,8.0,26.4,13.4,2014
4382,401-500,University of Santiago Compostela,9-12,,0.0,0.0,7.1,6.2,31.8,13.2,2014
4383,401-500,"University of Science, Malaysia",2,,0.0,0.0,5.0,3.8,31.4,15.1,2014
4384,401-500,University of Surrey,34-38,,0.0,0.0,8.6,5.1,27.5,18.0,2014
4385,401-500,University of Szeged,2,,0.0,13.3,3.6,5.7,21.6,12.3,2014
4386,401-500,University of Tennessee Health Science Center,126-146,,0.0,0.0,12.3,8.4,22.1,12.6,2014
4387,401-500,University of the Basque Country,9-12,,0.0,0.0,3.6,6.9,35.0,12.9,2014
4388,401-500,University of Trieste,13-21,,0.0,0.0,5.0,11.5,25.4,20.1,2014
4389,401-500,University of Wyoming,126-146,,0.0,0.0,3.6,15.5,23.4,16.5,2014
4390,401-500,University of Zaragoza,9-12,,0.0,0.0,7.6,3.8,33.6,13.0,2014
4391,401-500,Utah State University,126-146,,13.9,0.0,3.6,10.5,23.8,14.7,2014
4392,401-500,Victoria University of Wellington,3-4,,11.8,0.0,0.0,8.4,25.0,18.4,2014
4393,401-500,Vienna University of Technology,4-6,,0.0,0.0,0.0,10.3,29.0,22.2,2014
4394,401-500,Waseda University,15-19,,0.0,0.0,6.1,7.7,28.1,10.3,2014
4395,401-500,Wuhan University,26-32,,0.0,0.0,0.0,2.7,42.9,12.0,2014
4396,401-500,York University,19-21,,0.0,0.0,0.0,10.1,30.6,12.4,2014
4397,1,Harvard University,1,100.0,100.0,100.0,100.0,100.0,100.0,76.6,2015
4398,2,Stanford University,2,73.3,40.7,89.6,80.1,70.1,70.6,53.8,2015
4399,3,Massachusetts Institute of Technology (MIT),3,70.4,68.2,80.7,60.6,73.1,61.1,68.0,2015
4400,4,"University of California, Berkeley",4,69.6,65.1,79.4,66.1,65.6,67.9,56.5,2015
4401,5,University of Cambridge,1,68.8,77.1,96.6,50.8,55.6,66.4,55.8,2015
4402,6,Princeton University,5,61.0,53.3,93.4,57.1,43.0,42.4,70.3,2015
4403,7,California Institute of Technology,6,59.6,49.5,66.7,49.3,56.4,44.0,100.0,2015
4404,8,Columbia University,7,58.8,63.5,65.9,52.1,51.9,68.8,33.2,2015
4405,9,University of Chicago,8,57.1,59.8,86.3,49.0,42.9,49.8,42.0,2015
4406,10,University of Oxford,2,56.6,49.7,54.9,52.3,51.9,70.9,43.1,2015
4407,11,Yale University,9,54.5,47.6,50.4,51.0,58.8,63.0,37.8,2015
4408,12,"University of California, Los Angeles",10,50.7,29.5,47.1,52.3,47.2,70.7,31.6,2015
4409,13,Cornell University,11,50.5,42.0,49.8,50.4,45.3,59.9,40.2,2015
4410,14,"University of California, San Diego",12,48.7,19.2,35.5,56.6,55.1,62.9,36.6,2015
4411,15,University of Washington,13,47.8,21.2,31.6,53.0,51.7,71.9,29.3,2015
4412,16,Johns Hopkins University,14,46.3,37.7,33.6,44.0,44.9,70.2,28.8,2015
4413,17,University of Pennsylvania,15,46.1,31.6,33.8,49.6,39.6,67.7,37.4,2015
4414,18,University College London,3,44.5,28.1,36.2,38.5,40.6,71.7,32.7,2015
4415,18,"University of California, San Francisco",16,44.5,0.0,39.9,46.8,53.5,59.5,34.9,2015
4416,20,Swiss Federal Institute of Technology Zurich,1,43.7,29.5,35.5,38.4,45.9,55.7,46.3,2015
4417,21,The University of Tokyo,1,42.0,30.8,14.1,41.9,48.6,70.8,28.8,2015
4418,22,University of Michigan-Ann Arbor,17,41.7,34.4,0.0,56.2,41.3,75.9,25.6,2015
4419,23,"The Imperial College of Science, Technology and Medicine",4,41.5,14.5,35.8,44.2,34.5,62.0,38.0,2015
4420,24,University of Wisconsin - Madison,18,41.1,30.8,34.8,40.2,35.7,62.5,24.6,2015
4421,25,University of Toronto,1,40.6,19.9,17.2,38.8,38.6,79.1,29.3,2015
4422,26,Kyoto University,2,38.9,31.6,37.2,33.6,32.6,59.0,23.5,2015
4423,27,New York University,19,38.8,28.1,31.9,35.2,40.3,56.2,23.3,2015
4424,27,Northwestern University,19,38.8,15.4,22.1,50.3,37.0,58.1,28.8,2015
4425,29,University of Illinois at Urbana-Champaign,21,38.6,29.9,36.2,34.9,32.4,55.5,28.6,2015
4426,30,"University of Minnesota, Twin Cities",22,38.5,29.5,16.3,47.3,32.5,64.0,26.2,2015
4427,31,Duke University,23,38.0,15.4,14.9,50.2,39.0,61.7,23.9,2015
4428,32,Washington University in St. Louis,24,37.4,22.9,24.9,40.7,41.8,50.5,26.0,2015
4429,33,Rockefeller University,25,36.5,17.0,59.8,30.3,40.9,19.0,39.6,2015
4430,34,University of Colorado at Boulder,26,36.0,12.6,34.1,37.1,36.0,45.0,34.2,2015
4431,35,University of Copenhagen,1,35.7,21.8,18.8,28.0,34.0,63.2,39.2,2015
4432,36,Pierre and Marie  Curie University - Paris 6,1,35.0,33.6,27.4,25.8,29.8,59.2,23.9,2015
4433,37,The University of Texas at Austin,27,34.8,16.2,16.3,38.6,37.5,56.0,26.6,2015
4434,38,"University of California, Santa Barbara",28,34.6,14.5,39.1,38.7,27.5,37.3,38.0,2015
4435,39,University of North Carolina at Chapel Hill,29,34.4,8.9,16.3,39.8,33.5,61.2,25.6,2015
4436,40,University of British Columbia,2,34.1,15.4,18.8,32.8,32.0,63.0,24.2,2015
4437,41,The University of Manchester,5,33.6,18.5,32.6,27.1,26.1,56.2,25.6,2015
4438,41,University of Paris-Sud (Paris 11),2,33.6,30.3,54.3,16.8,17.4,47.3,26.6,2015
4439,43,"University of Maryland, College Park",30,32.8,19.2,20.0,33.0,31.6,52.7,26.5,2015
4440,44,The University of Melbourne,1,32.3,17.0,13.3,28.6,25.3,66.9,30.2,2015
