,world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
4441,44,The University of Texas Southwestern Medical Center at Dallas,31,32.3,18.5,34.5,31.1,35.6,35.8,22.4,2015
4442,46,Heidelberg University,1,32.2,19.9,25.3,23.7,29.4,51.7,34.2,2015
4443,47,The University of Edinburgh,6,32.0,20.5,24.9,25.8,30.5,51.9,25.9,2015
4444,48,Karolinska Institute,1,31.9,22.4,26.6,24.8,23.5,50.8,37.4,2015
4445,49,University of Southern California,32,31.3,0.0,31.7,35.6,22.1,53.2,20.3,2015
4446,50,"University of California, Irvine",33,31.0,0.0,29.3,34.3,28.9,45.3,27.5,2015
4447,51,Technical University Munich,2,30.5,34.8,21.6,22.3,23.2,48.3,32.3,2015
4448,52,University of Munich,3,30.3,25.6,19.1,20.3,28.9,50.7,32.6,2015
4449,53,Vanderbilt University,34,30.2,15.4,29.0,28.4,21.8,51.0,19.0,2015
4450,54,University of Zurich,2,30.1,5.1,24.0,27.1,29.0,51.6,25.4,2015
4451,55,King's College London,7,30.0,21.2,21.0,29.5,18.2,54.3,25.6,2015
4452,56,Utrecht University,1,29.8,22.9,20.0,29.1,25.4,46.0,26.9,2015
4453,57,"University of California, Davis",35,29.7,0.0,0.0,41.0,33.0,58.0,26.0,2015
4454,58,University of Geneva,3,29.4,27.1,28.2,21.4,27.6,38.1,29.4,2015
4455,58,University of Oslo,1,29.4,28.1,32.6,15.9,18.2,49.1,26.9,2015
4456,60,Pennsylvania State University - University Park,36,29.3,10.3,0.0,41.6,31.6,53.4,22.4,2015
4457,61,Carnegie Mellon University,37,29.2,31.6,31.6,28.6,15.2,34.3,34.4,2015
4458,61,Purdue University - West Lafayette,37,29.2,13.6,23.1,27.7,25.1,49.0,22.4,2015
4459,61,Uppsala University,2,29.2,17.8,27.4,18.4,24.6,49.8,27.1,2015
4460,64,McGill University,3,28.5,32.8,0.0,22.8,27.3,59.3,26.8,2015
4461,64,"Rutgers, The State University of New Jersey - New Brunswick",39,28.5,10.3,18.8,34.5,24.8,44.6,22.9,2015
4462,66,University of Bristol,8,28.3,7.3,16.3,25.7,32.4,45.5,29.3,2015
4463,67,The Hebrew University of Jerusalem,1,28.2,32.0,28.2,19.6,21.5,37.6,29.1,2015
4464,67,The Ohio State University - Columbus,40,28.2,12.6,0.0,38.3,22.8,60.9,18.9,2015
4465,67,University of Helsinki,1,28.2,12.6,16.3,25.2,22.4,51.8,31.3,2015
4466,70,"University of Pittsburgh, Pittsburgh Campus",41,28.1,18.5,0.0,39.8,19.2,59.6,18.3,2015
4467,71,Ghent University,1,27.8,5.1,13.3,26.9,18.3,57.5,34.5,2015
4468,72,Ecole Normale Superieure - Paris,3,27.6,48.9,28.0,6.2,19.5,26.4,60.5,2015
4469,73,Aarhus University,2,27.3,11.5,22.1,12.3,25.8,51.8,31.0,2015
4470,73,Boston University,42,27.3,11.5,11.5,29.1,26.3,49.5,21.8,2015
4471,75,Brown University,43,27.0,14.5,13.3,26.2,25.1,43.6,32.8,2015
4472,75,University of Groningen,2,27.0,0.0,18.8,23.0,21.0,52.6,32.7,2015
4473,77,Nagoya University,3,26.7,29.0,25.3,16.8,17.7,44.3,23.1,2015
4474,77,Stockholm University,3,26.7,24.1,27.4,18.1,19.4,40.4,25.6,2015
4475,77,Technion-Israel Institute of Technology,2,26.7,23.5,37.6,15.2,18.3,33.3,28.2,2015
4476,77,The Australian National University,2,26.7,13.6,19.2,24.8,20.1,45.1,29.1,2015
4477,77,The University of Queensland,2,26.7,12.6,0.0,22.0,24.0,63.2,29.3,2015
4478,82,Leiden University,3,26.5,17.8,9.4,25.7,22.0,46.9,32.9,2015
4479,83,University of Florida,44,26.2,17.0,0.0,30.9,21.0,58.7,17.3,2015
4480,84,Rice University,45,26.0,16.2,21.7,28.1,22.8,29.2,34.3,2015
4481,85,Osaka University,4,25.7,8.9,0.0,31.6,26.7,51.7,21.7,2015
4482,86,Moscow State University,1,25.3,41.4,33.0,0.0,7.7,46.4,31.3,2015
4483,87,The University of Western Australia,4,24.9,13.6,14.1,24.1,14.5,47.5,28.9,2015
4484,87,University of Basel,4,24.9,19.2,16.3,17.4,21.4,39.2,35.0,2015
4485,87,University of Strasbourg,4,24.9,25.1,28.8,15.9,19.0,34.6,21.7,2015
4486,90,KU Leuven,2,24.7,0.0,0.0,30.1,18.6,56.6,30.4,2015
4487,90,University of Arizona,46,24.7,14.5,0.0,27.2,27.5,48.4,20.3,2015
4488,92,University of Warwick,9,24.6,0.0,29.8,23.7,14.0,39.3,26.8,2015
4489,93,Arizona State University,47,24.5,0.0,20.0,22.2,25.5,42.6,19.1,2015
4490,93,"University of California, Santa Cruz",47,24.5,0.0,0.0,37.9,33.9,29.0,37.6,2015
4491,93,University of Utah,47,24.5,0.0,11.5,26.5,25.5,46.7,18.7,2015
4492,96,McMaster University,4,24.4,12.6,18.8,23.2,15.1,44.5,22.5,2015
4493,97,University of Bonn,4,24.3,15.4,19.8,17.4,21.1,39.8,25.9,2015
4494,98,VU University Amsterdam,4,24.2,0.0,0.0,27.8,18.0,55.5,33.3,2015
4495,99,Michigan State University,50,24.0,8.9,0.0,30.7,21.8,50.6,18.9,2015
4496,100,Texas A&M University,51,23.9,0.0,0.0,34.3,22.7,49.5,20.9,2015
4497,101-150,Aix Marseille University,5-6,,13.6,0.0,15.2,20.3,50.1,27.6,2015
4498,101-150,Baylor College of Medicine,52-65,,0.0,0.0,23.7,29.2,39.7,19.9,2015
4499,101-150,Case Western Reserve University,52-65,,30.3,10.9,15.9,19.0,39.7,22.9,2015
4500,101-150,Emory University,52-65,,0.0,0.0,28.4,22.0,51.3,18.0,2015
4501,101-150,Université libre de Bruxelles (ULB),3,,19.9,26.6,11.3,11.8,32.7,30.4,2015
4502,101-150,Georgia Institute of Technology,52-65,,12.6,0.0,30.3,22.4,43.2,28.1,2015
4503,101-150,Icahn School of Medicine at Mount Sinai,52-65,,0.0,0.0,26.8,25.0,36.6,21.5,2015
4504,101-150,Indiana University Bloomington,52-65,,10.3,21.6,18.5,21.9,39.6,20.2,2015
4505,101-150,London School of Economics and Political Science,10-17,,19.9,16.3,15.2,,31.2,28.7,2015
4506,101-150,Lund University,4,,21.2,0.0,22.5,16.3,49.7,21.2,2015
4507,101-150,Mayo Medical School,52-65,,0.0,0.0,35.4,12.8,46.5,29.5,2015
4508,101-150,Monash University,5-7,,0.0,0.0,18.4,22.6,58.6,25.5,2015
4509,101-150,National University of Singapore,1,,0.0,0.0,19.3,20.3,59.5,32.2,2015
4510,101-150,Norwegian University of Science and Technology - NTNU,2,,13.6,21.0,10.1,12.9,36.4,20.0,2015
4511,101-150,Peking University,1-4,,0.0,0.0,11.2,21.5,64.0,19.5,2015
4512,101-150,Radboud University Nijmegen,5-7,,16.2,0.0,12.3,19.3,50.4,32.2,2015
4513,101-150,Seoul National University,1,,0.0,0.0,12.3,17.9,67.1,23.5,2015
4514,101-150,Shanghai Jiao Tong University,1-4,,0.0,0.0,12.6,10.6,68.5,23.0,2015
4515,101-150,Swiss Federal Institute of Technology Lausanne,5,,0.0,0.0,26.1,29.2,41.8,38.4,2015
4516,101-150,Technical University of Denmark,3,,5.1,11.5,21.1,14.6,39.0,23.4,2015
4517,101-150,The University of Glasgow,10-17,,7.3,0.0,24.9,18.5,42.1,22.9,2015
4518,101-150,The University of New South Wales,5-7,,0.0,0.0,20.2,17.8,58.6,23.9,2015
4519,101-150,The University of Sheffield,10-17,,17.8,13.3,18.4,17.5,42.8,21.7,2015
4520,101-150,The University of Texas M. D. Anderson Cancer Center,52-65,,0.0,0.0,28.2,21.4,41.3,32.4,2015
4521,101-150,Tohoku University,5,,14.5,0.0,23.9,21.0,52.2,21.6,2015
4522,101-150,Tsinghua University,1-4,,10.3,0.0,10.0,26.8,63.8,20.2,2015
4523,101-150,Tufts University,52-65,,18.5,16.3,20.1,15.4,34.9,25.7,2015
4524,101-150,University of Alberta,5-6,,11.5,0.0,23.9,19.2,54.2,22.5,2015
4525,101-150,University of Amsterdam,5-7,,5.1,0.0,20.8,18.8,53.3,28.2,2015
4526,101-150,University of Birmingham,10-17,,18.5,9.4,20.8,12.7,44.7,20.5,2015
4527,101-150,"University of California, Riverside",52-65,,12.6,0.0,24.7,23.9,32.2,27.5,2015
4528,101-150,University of Frankfurt,5-8,,30.3,0.0,19.6,21.2,37.7,25.3,2015
4529,101-150,University of Freiburg,5-8,,18.5,18.8,13.0,24.4,37.9,25.3,2015
4530,101-150,University of Goettingen,5-8,,30.8,14.9,13.1,20.0,38.9,25.6,2015
4531,101-150,University of Leeds,10-17,,17.0,0.0,18.4,18.4,42.5,19.8,2015
4532,101-150,University of Liverpool,10-17,,17.0,13.3,14.9,18.6,41.2,22.5,2015
4533,101-150,University of Massachusetts Amherst,52-65,,13.6,0.0,32.0,16.9,35.5,23.2,2015
4534,101-150,University of Massachusetts Medical School - Worcester,52-65,,0.0,20.0,15.9,24.9,27.4,23.9,2015
4535,101-150,University of Montreal,5-6,,11.5,0.0,17.2,17.3,50.6,21.7,2015
4536,101-150,University of Muenster,5-8,,19.2,13.3,14.8,14.7,36.0,22.2,2015
4537,101-150,University of Nottingham,10-17,,11.5,20.0,19.1,15.9,45.9,20.1,2015
4538,101-150,University of Rochester,52-65,,24.6,7.7,25.2,20.8,39.0,20.8,2015
4539,101-150,University of Sao Paulo,1,,0.0,0.0,12.2,12.1,72.0,15.5,2015
4540,101-150,University of Southampton,10-17,,0.0,0.0,24.6,19.5,46.2,24.3,2015
4541,101-150,University of Sydney,5-7,,14.5,0.0,9.6,18.1,64.7,25.3,2015
4542,101-150,University of Virginia,52-65,,0.0,0.0,27.0,27.7,43.7,19.1,2015
4543,101-150,University of Wageningen,5-7,,0.0,0.0,24.1,19.8,42.0,33.0,2015
4544,101-150,University Paris Diderot - Paris 7,5-6,,11.5,9.4,14.9,30.2,45.0,19.5,2015
4545,101-150,Weizmann Institute of Science,3,,17.8,16.3,17.0,34.7,26.8,25.1,2015
4546,101-150,Zhejiang University,1-4,,0.0,0.0,7.1,13.5,68.5,19.9,2015
4547,151-200,Cardiff University,18-21,,0.0,16.3,13.6,17.8,39.2,20.3,2015
4548,151-200,Catholic University of Louvain,4,,10.3,13.3,15.9,9.1,37.4,26.9,2015
4549,151-200,Erasmus University,8,,0.0,14.9,22.0,8.0,33.6,26.4,2015
4550,151-200,Fudan University,5-7,,0.0,0.0,12.2,13.1,56.1,21.5,2015
4551,151-200,George Mason University,66-78,,0.0,31.9,5.1,8.9,28.7,18.5,2015
4552,151-200,Hokkaido University,6-7,,11.5,16.3,7.2,15.6,42.2,18.7,2015
4553,151-200,Iowa State University,66-78,,0.0,0.0,20.1,17.1,39.3,19.8,2015
4554,151-200,Joseph Fourier University (Grenoble 1),7-8,,0.0,14.9,16.3,21.9,32.9,18.2,2015
4555,151-200,King Abdulaziz University,1-2,,0.0,0.0,29.1,7.2,47.0,13.4,2015
4556,151-200,King Saud University,1-2,,0.0,0.0,32.5,5.9,42.5,14.1,2015
4557,151-200,Nanyang Technological University,2,,0.0,0.0,11.2,10.5,50.5,26.2,2015
4558,151-200,National Taiwan University,1,,11.5,0.0,13.9,11.6,55.5,19.4,2015
4559,151-200,North Carolina State University - Raleigh,66-78,,0.0,0.0,25.2,12.8,41.2,19.1,2015
4560,151-200,Oregon Health and Science University,66-78,,0.0,0.0,20.8,22.1,34.6,22.4,2015
4561,151-200,Oregon State University,66-78,,10.3,0.0,23.0,21.2,34.7,22.7,2015
4562,151-200,Queen Mary University of London,18-21,,17.8,0.0,18.1,13.7,32.1,20.7,2015
4563,151-200,Sapienza University of Rome,1-5,,11.5,13.3,5.1,12.1,52.0,17.8,2015
4564,151-200,Sun Yat-sen University,5-7,,0.0,0.0,8.7,9.9,54.9,17.9,2015
4565,151-200,Tel Aviv University,4,,0.0,0.0,20.7,14.8,48.1,26.4,2015
4566,151-200,The Chinese University of Hong Kong,1-2,,0.0,14.1,15.1,5.2,43.1,22.0,2015
4567,151-200,The University of Adelaide,8,,14.5,0.0,16.3,12.9,42.0,25.7,2015
4568,151-200,The University of Georgia,66-78,,0.0,0.0,20.6,16.7,42.1,18.1,2015
4569,151-200,The University of Hong Kong,1-2,,0.0,0.0,17.5,14.2,43.9,22.5,2015
4570,151-200,Tokyo Institute of Technology,6-7,,12.6,0.0,15.9,15.3,37.8,24.0,2015
4571,151-200,Trinity College Dublin,1,,10.3,13.3,12.3,13.1,31.0,19.0,2015
4572,151-200,University of Barcelona,1,,0.0,0.0,15.1,11.7,51.6,18.7,2015
4573,151-200,University of Bern,6,,12.6,0.0,16.3,19.2,41.3,26.9,2015
4574,151-200,University of Buenos Aires,1,,14.5,24.0,0.0,9.7,34.9,21.7,2015
4575,151-200,University of Delaware,66-78,,10.3,16.3,20.1,10.0,30.8,19.0,2015
4576,151-200,University of Exeter,18-21,,0.0,0.0,17.8,18.4,34.9,23.5,2015
4577,151-200,University of Gothenburg,5,,0.0,15.4,12.3,14.5,41.3,19.7,2015
4578,151-200,University of Hamburg,9-13,,11.5,0.0,13.9,21.7,36.6,22.1,2015
4579,151-200,University of Hawaii at Manoa,66-78,,0.0,0.0,20.1,22.9,36.0,18.7,2015
4580,151-200,University of Illinois at Chicago,66-78,,0.0,0.0,21.0,14.5,43.7,17.8,2015
4581,151-200,University of Iowa,66-78,,0.0,0.0,20.3,18.8,44.7,17.5,2015
4582,151-200,University of Kiel,9-13,,10.3,13.3,13.8,13.7,29.7,18.8,2015
4583,151-200,University of Koeln,9-13,,0.0,11.5,8.6,19.3,37.1,21.5,2015
4584,151-200,University of Miami,66-78,,0.0,0.0,22.0,14.7,39.5,14.8,2015
4585,151-200,University of Milan,1-5,,17.0,0.0,14.2,9.6,46.3,21.2,2015
4586,151-200,University of Padua,1-5,,0.0,0.0,11.3,16.1,48.2,22.0,2015
4587,151-200,University of Paris Descartes (Paris 5),7-8,,11.5,9.4,12.2,13.5,40.1,15.7,2015
4588,151-200,University of Pisa,1-5,,13.6,23.1,7.2,6.5,37.0,22.1,2015
4589,151-200,University of Science and Technology of China,5-7,,0.0,0.0,15.9,13.9,50.8,25.5,2015
4590,151-200,University of Sussex,18-21,,0.0,22.4,15.2,12.1,30.3,26.4,2015
4591,151-200,University of Tennessee - Knoxville,66-78,,10.3,0.0,17.9,14.2,39.2,15.1,2015
4592,151-200,University of Tuebingen,9-13,,22.4,0.0,12.2,17.4,41.1,23.7,2015
4593,151-200,University of Turin,1-5,,15.4,0.0,16.2,8.5,40.0,20.2,2015
4594,151-200,University of Vienna,1,,13.6,0.0,15.9,21.1,36.5,23.9,2015
4595,151-200,University of Wuerzburg,9-13,,19.2,0.0,18.9,15.0,33.3,21.1,2015
4596,151-200,Virginia Commonwealth University,66-78,,10.3,14.1,15.9,7.8,34.3,14.6,2015
4597,201-300,Autonomous University of Barcelona,2-5,,0.0,0.0,5.0,12.9,44.5,20.2,2015
4598,201-300,Autonomous University of Madrid,2-5,,0.0,0.0,11.3,9.9,39.3,17.3,2015
4599,201-300,Beijing Normal University,8-13,,15.4,0.0,5.0,7.9,38.8,16.1,2015
4600,201-300,Brandeis University,79-102,,19.2,0.0,8.6,18.8,18.4,24.8,2015
4601,201-300,Charles University in Prague,1,,8.9,0.0,0.0,9.0,43.9,19.7,2015
4602,201-300,City University of Hong Kong,3-4,,0.0,0.0,18.1,1.5,38.5,22.1,2015
4603,201-300,Claude Bernard University Lyon 1,9-15,,10.3,0.0,0.0,18.8,40.2,14.8,2015
4604,201-300,Colorado State University,79-102,,0.0,0.0,20.3,14.2,36.2,20.1,2015
4605,201-300,Complutense University of Madrid,2-5,,19.2,0.0,0.0,8.6,42.8,12.4,2015
4606,201-300,Curtin University,9-11,,0.0,0.0,8.7,12.0,37.1,23.3,2015
4607,201-300,Dalhousie University,7-16,,0.0,0.0,12.2,13.1,34.3,17.9,2015
4608,201-300,Dartmouth College,79-102,,17.8,0.0,20.7,14.4,25.4,20.6,2015
4609,201-300,Delft University of Technology,9-10,,11.5,0.0,8.6,18.1,38.9,21.7,2015
4610,201-300,Durham University,22-28,,0.0,0.0,19.6,14.6,34.5,21.4,2015
4611,201-300,Ecole Normale Superieure - Lyon,9-15,,0.0,20.0,3.6,14.5,21.8,30.5,2015
4612,201-300,Florida State University,79-102,,0.0,0.0,14.6,16.2,37.9,19.4,2015
4613,201-300,Vrije Universiteit Brussel (VUB),5-6,,13.6,0.0,5.0,10.0,31.3,26.9,2015
4614,201-300,Harbin Institute of Technology,8-13,,0.0,0.0,8.7,5.4,48.7,15.2,2015
4615,201-300,Huazhong University of Science and Technology,8-13,,0.0,0.0,0.0,8.7,53.1,16.8,2015
4616,201-300,Indiana University-Purdue University at Indianapolis,79-102,,0.0,0.0,7.1,12.8,39.8,14.5,2015
4617,201-300,Jilin University,8-13,,0.0,0.0,0.0,8.9,50.7,13.5,2015
4618,201-300,Karlsruhe Institute of Technology (KIT),14-21,,0.0,0.0,12.0,14.9,37.2,20.3,2015
4619,201-300,Korea Advanced Institute of Science and Technology,2-5,,0.0,0.0,8.3,14.1,38.8,28.7,2015
4620,201-300,Korea University,2-5,,0.0,0.0,8.7,8.7,50.7,22.1,2015
4621,201-300,KTH Royal Institute of Technology,6-7,,0.0,14.9,3.6,10.3,38.3,24.2,2015
4622,201-300,Kyushu University,8-9,,0.0,0.0,13.1,12.3,44.2,17.5,2015
4623,201-300,Laval University,7-16,,0.0,0.0,15.0,8.6,36.7,16.1,2015
4624,201-300,Louisiana State University - Baton Rouge,79-102,,0.0,0.0,13.6,14.3,33.4,14.6,2015
4625,201-300,Maastricht University,9-10,,0.0,0.0,10.7,5.9,41.4,25.1,2015
4626,201-300,Macquarie University,9-11,,0.0,0.0,18.1,13.1,33.6,25.1,2015
4627,201-300,Medical University of Vienna,2-3,,8.9,9.4,8.6,9.3,33.4,18.4,2015
4628,201-300,Nanjing University,8-13,,0.0,0.0,0.7,9.3,53.7,19.0,2015
4629,201-300,National Autonomous University of Mexico,1,,12.6,0.0,3.3,8.5,47.7,24.0,2015
4630,201-300,National Tsing Hua University,2,,12.6,0.0,5.1,12.9,32.6,21.1,2015
4631,201-300,Newcastle University,22-28,,0.0,0.0,12.2,15.2,37.6,18.6,2015
4632,201-300,Northeastern University,79-102,,0.0,0.0,15.9,16.5,29.9,20.7,2015
4633,201-300,Paul Sabatier University (Toulouse 3),9-15,,0.0,0.0,12.3,20.2,35.5,13.8,2015
4634,201-300,Polytechnic Institute of Milan,6-8,,7.3,14.9,5.0,7.0,32.9,20.4,2015
4635,201-300,Pompeu Fabra University,2-5,,0.0,0.0,5.0,19.7,26.4,33.6,2015
4636,201-300,Queen's University,7-16,,0.0,0.0,13.1,11.9,32.6,19.0,2015
4637,201-300,RWTH Aachen University,14-21,,0.0,0.0,16.3,6.3,40.6,21.6,2015
4638,201-300,Simon Fraser University,7-16,,0.0,0.0,12.2,13.2,32.7,18.9,2015
4639,201-300,Stony Brook University,79-102,,0.0,0.0,14.8,18.4,36.0,16.7,2015
4640,201-300,Sungkyunkwan University,2-5,,0.0,0.0,0.0,11.1,47.0,21.4,2015
4641,201-300,Swedish University of Agricultural Sciences,6-7,,0.0,0.0,13.3,14.3,29.1,24.2,2015
4642,201-300,The George Washington University,79-102,,11.5,0.0,6.3,12.0,35.5,17.9,2015
4643,201-300,The Hong Kong University of Science and Technology,3-4,,0.0,0.0,17.4,9.2,31.9,24.3,2015
4644,201-300,The University of Auckland,1-2,,13.6,0.0,10.1,11.9,41.0,21.3,2015
4645,201-300,The University of Calgary,7-16,,0.0,0.0,13.8,13.6,44.6,18.0,2015
4646,201-300,The University of Dundee,22-28,,0.0,0.0,16.8,16.9,24.5,20.2,2015
4647,201-300,The University of New Mexico - Albuquerque,79-102,,0.0,0.0,14.9,16.8,36.0,16.1,2015
4648,201-300,The University of Texas Health Science Center at Houston,79-102,,0.0,15.4,13.9,11.3,31.9,16.8,2015
4649,201-300,Toulouse School of Economics,9-15,,0.0,29.8,8.6,0.0,10.0,17.9,2015
4650,201-300,TU Dresden,14-21,,0.0,0.0,10.7,14.6,40.8,21.7,2015
4651,201-300,"University at Buffalo, the State University of New York",79-102,,0.0,0.0,13.1,9.3,37.5,15.3,2015
4652,201-300,University of Aberdeen,22-28,,0.0,13.3,12.2,12.5,31.3,21.2,2015
4653,201-300,University of Alabama at Birmingham,79-102,,0.0,0.0,18.1,11.2,40.4,15.3,2015
4654,201-300,University of Bergen,3,,0.0,0.0,10.7,16.5,36.7,20.1,2015
4655,201-300,University of Bologna,6-8,,0.0,0.0,13.8,10.0,48.1,18.6,2015
4656,201-300,University of Bordeaux,9-15,,0.0,0.0,15.9,17.9,39.7,16.0,2015
4657,201-300,University of Cape Town,1-2,,18.5,0.0,12.2,11.5,37.3,20.8,2015
4658,201-300,University of Cincinnati,79-102,,0.0,0.0,22.6,9.2,37.9,15.0,2015
4659,201-300,University of East Anglia,22-28,,13.6,0.0,19.2,15.6,28.3,23.2,2015
4660,201-300,University of Erlangen-Nuremberg,14-21,,0.0,0.0,15.9,14.5,39.7,21.9,2015
4661,201-300,University of Florence,6-8,,0.0,0.0,15.2,10.1,38.8,18.5,2015
4662,201-300,University of Guelph,7-16,,0.0,0.0,17.5,10.4,31.8,19.4,2015
4663,201-300,University of Houston,79-102,,0.0,0.0,17.3,13.4,35.9,20.2,2015
4664,201-300,University of Innsbruck,2-3,,0.0,9.4,14.8,18.6,24.1,25.2,2015
4665,201-300,University of Kansas,79-102,,11.5,0.0,11.3,14.1,39.2,14.7,2015
4666,201-300,University of Kentucky,79-102,,10.3,0.0,3.6,12.1,39.4,13.6,2015
4667,201-300,University of Lausanne,7,,0.0,0.0,14.9,22.0,33.2,21.2,2015
4668,201-300,University of Leicester,22-28,,0.0,0.0,14.6,18.5,31.0,20.0,2015
4669,201-300,University of Leipzig,14-21,,11.5,13.3,0.0,9.3,33.8,18.6,2015
4670,201-300,University of Liege,5-6,,7.3,0.0,10.1,13.5,30.8,23.5,2015
4671,201-300,University of Lisbon,1,,0.0,8.1,5.0,12.5,45.0,23.3,2015
4672,201-300,University of Lorraine,9-15,,11.5,16.3,0.0,9.8,32.9,18.8,2015
4673,201-300,University of Mainz,14-21,,0.0,7.7,8.9,15.9,35.2,20.1,2015
4674,201-300,University of Marburg,14-21,,10.3,0.0,14.3,13.4,28.5,17.1,2015
4675,201-300,"University of Maryland, Baltimore",79-102,,0.0,0.0,19.1,13.6,37.1,16.5,2015
4676,201-300,University of Montpellier,9-15,,10.3,0.0,6.3,17.7,35.9,14.1,2015
4677,201-300,University of Nebraska - Lincoln,79-102,,17.0,0.0,16.8,11.6,33.4,16.7,2015
4678,201-300,University of Notre Dame,79-102,,12.6,0.0,17.5,13.9,31.8,20.0,2015
4679,201-300,University of Otago,1-2,,0.0,0.0,12.2,10.1,34.1,27.1,2015
4680,201-300,University of Ottawa,7-16,,0.0,0.0,8.6,14.9,44.0,19.5,2015
4681,201-300,University of South Carolina - Columbia,79-102,,0.0,0.0,16.8,8.4,35.9,16.1,2015
4682,201-300,University of South Florida,79-102,,0.0,0.0,16.3,10.4,40.2,18.5,2015
4683,201-300,University of Southern Denmark,4,,0.0,0.0,7.2,11.9,37.6,19.8,2015
4684,201-300,University of Stuttgart,14-21,,18.5,0.0,10.1,12.2,26.7,16.3,2015
4685,201-300,University of Tehran,1,,12.6,0.0,10.0,0.0,40.0,21.0,2015
4686,201-300,University of the Witwatersrand,1-2,,18.5,0.0,7.1,15.8,33.0,19.5,2015
4687,201-300,University of Tsukuba,8-9,,0.0,19.6,5.8,10.4,34.7,15.6,2015
4688,201-300,University of Victoria,7-16,,0.0,0.0,17.2,11.3,29.7,19.9,2015
4689,201-300,University of Waterloo,7-16,,0.0,0.0,14.6,13.8,42.2,22.0,2015
4690,201-300,University of Wollongong,9-11,,0.0,0.0,17.4,9.2,32.0,24.0,2015
4691,201-300,University of York,22-28,,0.0,0.0,13.9,15.2,32.5,20.4,2015
4692,201-300,Virginia Polytechnic Institute and State University,79-102,,11.5,0.0,11.4,11.4,40.9,17.4,2015
4693,201-300,Western University,7-16,,0.0,0.0,5.1,13.5,41.5,18.0,2015
4694,201-300,Xian Jiao Tong University,8-13,,0.0,0.0,8.7,7.7,50.1,18.9,2015
4695,201-300,Yeshiva University,79-102,,0.0,0.0,6.3,21.7,31.5,21.6,2015
4696,201-300,Yonsei University,2-5,,0.0,0.0,8.6,4.9,52.1,21.4,2015
4697,301-400,Aalborg University,5,,0.0,0.0,11.2,4.6,30.4,16.8,2015
4698,301-400,Beihang University,14-27,,0.0,0.0,8.6,3.9,40.3,16.5,2015
4699,301-400,Brigham Young University,103-125,,8.9,0.0,12.2,8.4,26.3,12.9,2015
4700,301-400,Central South University,14-27,,0.0,0.0,7.1,2.1,47.7,16.4,2015
4701,301-400,Chalmers University of Technology,8-10,,0.0,0.0,8.9,10.7,29.7,19.9,2015
4702,301-400,Chiba University,10-12,,0.0,0.0,10.0,9.7,29.1,16.4,2015
4703,301-400,China Agricultural University,14-27,,0.0,0.0,0.0,13.9,39.7,17.2,2015
4704,301-400,China Medical University,3-5,,0.0,0.0,13.6,2.1,31.3,23.2,2015
4705,301-400,City University of New York City College,103-125,,31.2,0.0,5.1,6.9,18.0,19.1,2015
4706,301-400,Dalian University of Technology,14-27,,0.0,0.0,5.0,5.0,41.8,16.9,2015
4707,301-400,Deakin University,12-19,,0.0,0.0,0.0,8.6,35.4,21.0,2015
4708,301-400,Drexel University,103-125,,0.0,0.0,12.3,10.3,29.5,19.2,2015
4709,301-400,Ecole Polytechnique,16-18,,21.8,0.0,5.1,10.9,25.6,22.0,2015
4710,301-400,Eindhoven University of Technology,11-12,,0.0,0.0,12.3,9.2,31.1,22.5,2015
4711,301-400,ESPCI ParisTech,16-18,,7.3,18.8,0.0,10.3,15.0,29.3,2015
4712,301-400,Federal University of Rio de Janeiro,2-4,,0.0,0.0,0.0,6.1,40.6,19.9,2015
4713,301-400,Flinders University,12-19,,15.4,0.0,5.1,5.1,29.1,22.1,2015
4714,301-400,Georgetown University,103-125,,0.0,0.0,11.1,7.5,31.7,17.9,2015
4715,301-400,Griffith University,12-19,,0.0,0.0,3.6,8.2,37.1,19.6,2015
4716,301-400,Hannover Medical School,22-28,,0.0,0.0,8.7,7.9,31.4,16.8,2015
4717,301-400,Hanyang University,6-8,,0.0,0.0,0.0,6.9,40.5,21.6,2015
4718,301-400,Indian Institute of Science,1,,0.0,0.0,7.2,2.7,36.8,18.6,2015
4719,301-400,Jagiellonian University,1-2,,10.3,0.0,3.6,5.9,33.6,17.1,2015
4720,301-400,James Cook University,12-19,,0.0,0.0,10.1,15.4,27.4,23.9,2015
4721,301-400,Keio University,10-12,,0.0,0.0,10.1,12.2,32.5,13.4,2015
4722,301-400,King Abdullah University of Science and Technology,3,,0.0,0.0,20.3,9.5,22.4,15.5,2015
4723,301-400,Kobe University,10-12,,14.5,0.0,5.1,11.5,30.8,15.1,2015
4724,301-400,Kyung Hee University,6-8,,0.0,0.0,5.0,4.4,38.9,18.0,2015
4725,301-400,Lancaster University,29-33,,0.0,0.0,13.9,7.4,30.1,19.2,2015
